satisfaction,sex,customer_type,age,travel_type,class,flight_distance,seat_comfort,time_convenience,food_drink,gate_location,inflight_wifi,inflight_entertainment,online_support,ease_booking,onboard_service,leg_room,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay,arrival_delay
satisfied,Female,loyal,59,Personal ,Eco,1245,5,5,5,5,5,5,5,5,1,1,4,3,2,5,0,18
dissatisfied,Male,disloyal,50,Business ,Business,2230,2,3,3,1,4,2,4,4,3,4,4,5,4,4,0,0
dissatisfied,Female,disloyal,35,Business ,Eco,1997,3,3,3,4,2,3,2,2,1,2,3,2,3,2,0,16
dissatisfied,Male,loyal,62,Business ,Business,1570,2,2,5,2,2,4,4,2,2,2,2,1,2,4,0,0
satisfied,Female,loyal,58,Personal ,Eco,1481,0,0,0,1,4,4,4,4,4,4,4,4,4,4,2,0
satisfied,Male,loyal,57,Business ,Business,373,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0
satisfied,Female,loyal,47,Business ,Business,3980,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0
satisfied,Male,loyal,43,Business ,Business,3699,5,5,5,5,5,4,4,4,4,5,4,4,4,3,14,20
satisfied,Female,loyal,55,Business ,Business,1219,3,3,3,3,5,4,2,5,5,5,5,5,5,4,0,0
dissatisfied,Female,disloyal,23,Business ,Eco,2456,4,3,3,3,5,3,5,5,4,4,3,3,3,5,15,43
satisfied,Male,loyal,60,Business ,Business,1823,1,1,1,1,3,5,4,5,5,5,5,3,5,4,17,4
dissatisfied,Female,disloyal,27,Business ,Business,1700,3,2,2,4,3,2,3,3,4,4,5,5,4,3,11,7
dissatisfied,Female,disloyal,46,Business ,Eco,1742,1,5,1,4,3,1,3,3,4,4,5,3,5,3,0,0
satisfied,Female,loyal,40,Business ,Business,2309,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0
satisfied,Female,loyal,54,Business ,Business,1038,2,2,2,2,5,4,4,3,3,2,3,3,3,5,0,0
dissatisfied,Male,loyal,49,Personal ,Eco,1147,3,4,3,3,3,3,3,3,5,1,3,5,4,3,0,0
satisfied,Male,loyal,55,Business ,Eco Plus,1556,5,4,4,4,4,5,4,4,2,4,5,3,3,4,0,6
satisfied,Male,loyal,23,Business ,Business,3752,5,5,5,5,4,4,4,4,5,2,2,3,2,4,0,0
satisfied,Female,loyal,34,Business ,Business,2278,3,1,3,3,5,5,5,4,5,3,5,5,3,5,5,4
satisfied,Male,loyal,33,Personal ,Eco,3665,4,4,4,4,3,4,3,3,1,4,5,5,4,3,1,0
satisfied,Female,loyal,38,Business ,Eco,1344,4,1,1,1,4,4,4,4,2,2,4,1,3,4,10,0
dissatisfied,Male,loyal,63,Personal ,Eco,2373,2,4,2,4,2,2,2,2,2,2,4,4,4,2,76,NA
dissatisfied,Male,loyal,43,Personal ,Eco,3207,3,5,3,2,5,3,5,5,3,2,5,5,4,5,5,0
satisfied,Female,loyal,42,Business ,Business,1096,2,2,2,2,2,5,5,2,2,2,2,4,2,4,124,117
dissatisfied,Female,loyal,33,Business ,Business,878,3,5,5,5,3,2,3,3,3,3,3,2,3,3,0,0
satisfied,Female,loyal,53,Business ,Business,3301,3,3,3,3,4,5,4,4,4,4,4,4,4,3,13,25
satisfied,Male,loyal,55,Business ,Business,3021,2,2,2,2,4,5,5,5,4,5,4,5,3,5,135,136
satisfied,Female,loyal,52,Business ,Business,423,2,5,2,2,3,5,5,4,4,4,4,4,4,3,1,0
satisfied,Male,loyal,50,Business ,Eco Plus,2114,4,5,5,5,4,4,4,4,2,1,3,2,5,4,0,5
dissatisfied,Female,disloyal,25,Business ,Eco,2034,3,3,3,4,3,3,2,3,3,1,4,1,3,3,31,17
dissatisfied,Male,loyal,65,Business ,Business,696,2,2,2,2,4,1,2,2,2,3,2,4,2,4,37,13
dissatisfied,Male,disloyal,20,Business ,Eco,1681,3,1,3,3,5,3,3,5,2,3,4,1,4,5,20,9
dissatisfied,Male,loyal,38,Business ,Business,252,3,3,5,5,4,3,3,3,3,3,3,1,3,1,0,0
satisfied,Female,loyal,8,Personal ,Eco,1870,4,5,4,3,1,4,1,1,3,2,5,3,4,1,55,50
satisfied,Male,loyal,46,Personal ,Eco,1456,0,4,0,5,1,0,1,1,5,5,5,5,5,1,0,0
dissatisfied,Female,loyal,40,Business ,Business,489,3,4,4,4,4,2,2,3,3,3,3,4,3,2,0,0
dissatisfied,Female,loyal,33,Business ,Business,3148,2,4,4,4,3,4,4,1,1,1,2,1,1,1,0,7
satisfied,Female,loyal,41,Business ,Business,3718,3,3,3,3,2,4,5,5,5,5,5,4,5,3,36,32
dissatisfied,Male,loyal,35,Business ,Eco Plus,1880,3,1,1,1,3,3,3,3,3,4,3,3,4,3,0,18
dissatisfied,Female,loyal,36,Business ,Eco,1849,2,2,2,2,2,2,2,2,3,4,3,2,4,2,12,0
satisfied,Female,loyal,65,Personal ,Eco,1019,0,0,0,2,2,4,4,3,3,3,3,5,3,4,0,0
satisfied,Female,disloyal,19,Business ,Eco,2887,4,4,4,3,4,4,4,4,4,3,5,2,4,4,0,0
dissatisfied,Female,loyal,50,Business ,Eco,716,2,1,1,1,1,2,2,2,2,2,2,4,2,1,0,0
satisfied,Female,loyal,58,Business ,Business,1738,4,4,5,4,5,4,4,5,5,5,5,4,5,3,7,5
satisfied,Male,loyal,44,Business ,Business,2156,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0
dissatisfied,Male,loyal,66,Personal ,Eco Plus,2196,3,2,3,3,4,3,4,4,3,4,3,4,2,4,0,0
satisfied,Male,loyal,29,Business ,Business,3465,5,5,5,5,4,4,4,4,3,3,4,3,4,4,0,0
satisfied,Male,loyal,61,Business ,Business,1813,2,2,2,2,4,3,1,5,5,5,5,5,5,5,0,0
satisfied,Female,loyal,54,Personal ,Eco,1053,1,1,1,1,2,5,4,4,4,4,4,5,4,4,0,0
satisfied,Female,loyal,42,Personal ,Eco,76,3,3,3,3,4,5,4,4,5,4,3,1,1,4,2,1
satisfied,Male,loyal,41,Business ,Business,612,2,2,2,2,5,3,3,4,4,4,4,1,4,5,0,0
satisfied,Female,loyal,15,Personal ,Eco,1743,3,3,5,3,3,5,5,5,5,5,5,4,5,5,4,8
satisfied,Female,loyal,40,Personal ,Eco,2915,1,1,1,1,4,4,4,4,4,5,4,4,4,4,0,0
dissatisfied,Female,disloyal,28,Business ,Business,1544,3,3,3,4,2,3,2,2,4,2,4,3,5,2,37,30
satisfied,Male,loyal,33,Business ,Business,4277,5,5,5,5,4,5,5,4,5,5,4,4,5,4,0,0
satisfied,Female,loyal,34,Business ,Business,2020,5,5,5,5,4,3,5,5,5,5,5,1,5,2,0,0
satisfied,Male,loyal,46,Personal ,Eco,1061,5,4,5,3,1,5,1,1,3,3,5,5,4,1,0,0
dissatisfied,Male,loyal,61,Personal ,Eco,2429,3,4,3,4,3,3,3,3,1,2,4,3,3,3,0,0
satisfied,Female,loyal,23,Business ,Eco Plus,2106,4,5,5,5,4,5,4,4,5,4,1,5,1,4,0,62
dissatisfied,Female,disloyal,34,Business ,Eco,1999,2,2,2,4,2,2,2,2,3,1,3,2,3,2,46,41
dissatisfied,Male,loyal,10,Personal ,Eco,2012,3,5,3,4,5,3,5,5,3,3,4,5,4,5,0,1
satisfied,Female,loyal,52,Personal ,Eco,719,5,5,5,5,5,5,5,5,4,5,4,5,3,5,56,49
satisfied,Male,loyal,43,Business ,Eco,1471,4,3,3,3,4,4,4,4,2,4,4,1,4,4,24,25
dissatisfied,Male,loyal,55,Personal ,Eco,2061,3,1,4,3,4,4,4,4,3,4,3,3,3,4,0,2
dissatisfied,Female,disloyal,25,Business ,Eco,1597,3,2,3,4,1,3,1,1,2,5,4,3,4,1,48,52
dissatisfied,Female,disloyal,28,Business ,Business,3764,2,2,2,1,5,2,5,5,3,2,5,5,4,5,0,0
dissatisfied,Male,loyal,45,Business ,Business,434,4,2,2,2,3,4,3,4,4,4,4,3,4,1,0,0
satisfied,Male,loyal,58,Business ,Business,2298,2,2,2,2,5,3,4,4,4,4,4,3,4,5,0,8
dissatisfied,Male,disloyal,48,Business ,Eco,1965,4,2,4,3,1,4,1,1,1,5,3,2,4,1,55,42
dissatisfied,Male,disloyal,12,Business ,Eco,1645,3,4,3,3,2,3,2,2,4,4,4,2,4,2,18,7
dissatisfied,Male,disloyal,20,Business ,Eco,2106,4,3,4,1,3,4,3,3,5,4,5,5,4,3,0,6
satisfied,Male,loyal,51,Business ,Business,1005,4,4,4,4,2,4,4,4,4,4,4,3,4,4,13,5
satisfied,Male,loyal,48,Business ,Business,3946,3,3,3,3,1,1,2,5,5,5,5,3,5,4,20,0
dissatisfied,Female,disloyal,25,Business ,Business,3315,2,0,3,3,3,3,3,3,4,3,4,5,5,3,0,0
satisfied,Female,loyal,49,Business ,Business,1482,3,3,3,3,5,5,4,4,4,4,4,4,4,3,11,0
dissatisfied,Male,loyal,31,Business ,Eco,2250,1,5,5,5,1,1,1,1,4,1,3,2,2,1,19,26
dissatisfied,Male,loyal,37,Personal ,Eco,3720,4,5,4,2,4,3,3,3,3,4,5,3,4,3,1,27
dissatisfied,Female,disloyal,20,Business ,Eco,2606,2,2,2,4,1,2,1,1,4,4,3,2,3,1,0,0
satisfied,Male,loyal,40,Business ,Business,2797,5,5,5,5,3,3,1,2,2,2,2,4,2,2,0,0
dissatisfied,Male,loyal,31,Business ,Eco,2788,1,2,3,3,1,1,1,1,1,1,4,1,3,1,15,45
satisfied,Male,loyal,40,Business ,Business,3444,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0
satisfied,Male,loyal,30,Business ,Business,1812,1,1,1,1,4,4,4,4,3,5,4,3,4,4,0,0
dissatisfied,Male,loyal,58,Personal ,Eco,2265,4,4,4,5,2,4,2,2,3,3,4,3,5,2,74,77
satisfied,Male,loyal,47,Personal ,Eco,1369,4,1,2,4,2,2,2,2,2,3,3,3,4,2,0,0
satisfied,Female,loyal,46,Personal ,Eco,878,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,0
satisfied,Female,loyal,40,Personal ,Eco,1944,4,4,4,4,5,5,4,5,5,5,5,5,5,3,11,4
satisfied,Male,loyal,48,Business ,Business,651,1,1,5,1,2,4,4,5,5,5,5,5,5,3,1,0
satisfied,Female,loyal,40,Personal ,Eco Plus,1560,5,3,5,3,4,5,1,4,3,3,4,1,3,4,41,36
satisfied,Female,loyal,47,Business ,Business,504,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0
dissatisfied,Male,disloyal,27,Business ,Business,3118,4,4,4,3,2,4,2,2,4,5,5,3,5,2,60,22
dissatisfied,Male,disloyal,21,Business ,Eco,1584,1,3,1,4,3,1,3,3,1,1,4,2,4,3,0,0
dissatisfied,Female,disloyal,18,Business ,Eco,2593,2,2,2,3,2,3,3,2,4,2,3,3,4,3,41,87
satisfied,Female,loyal,65,Personal ,Eco,348,5,3,3,3,3,1,1,5,5,5,5,3,5,4,0,4
dissatisfied,Female,loyal,26,Business ,Eco,2802,4,2,1,2,4,3,1,4,3,4,4,2,4,4,0,0
satisfied,Female,loyal,49,Personal ,Eco,418,4,4,4,4,2,2,5,4,4,4,4,3,4,2,0,0
dissatisfied,Female,disloyal,26,Business ,Eco,2083,3,0,3,4,4,3,4,4,2,2,2,1,3,4,0,0
dissatisfied,Male,loyal,36,Business ,Eco,1594,4,5,5,5,4,4,4,4,1,5,3,3,3,4,2,0
dissatisfied,Female,loyal,54,Business ,Eco,709,2,2,4,2,1,3,3,2,2,2,2,4,2,2,0,0
satisfied,Female,loyal,47,Business ,Business,2182,1,1,1,1,3,3,4,5,5,5,5,4,5,5,0,0
satisfied,Male,loyal,51,Business ,Business,1045,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0
satisfied,Female,loyal,45,Personal ,Eco,1462,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,31
satisfied,Male,loyal,38,Business ,Business,2258,1,1,1,1,4,2,1,4,4,4,3,5,4,4,0,5
satisfied,Female,disloyal,25,Business ,Business,2639,4,0,4,3,4,4,2,4,3,5,5,4,4,4,14,1
dissatisfied,Male,loyal,9,Personal ,Business,1969,1,5,1,5,3,1,3,3,3,2,2,1,2,3,117,119
satisfied,Male,loyal,51,Business ,Business,377,2,4,2,2,3,5,4,3,3,3,3,4,3,5,0,0
satisfied,Male,loyal,37,Business ,Business,2373,3,3,2,3,1,1,5,4,4,5,4,4,4,1,0,0
satisfied,Female,loyal,53,Business ,Business,994,1,1,4,1,3,4,5,5,5,5,5,4,5,5,1,1
dissatisfied,Male,loyal,35,Business ,Eco Plus,2696,2,3,3,3,2,2,2,2,1,1,4,1,4,2,3,0
dissatisfied,Male,loyal,53,Business ,Business,334,1,3,3,3,1,4,3,1,1,1,1,4,1,4,59,57
satisfied,Female,loyal,52,Personal ,Eco,875,2,2,2,2,2,3,2,2,4,5,4,3,4,2,7,4
satisfied,Female,disloyal,41,Business ,Business,2383,5,5,5,5,5,1,1,3,2,4,4,1,5,1,0,0
dissatisfied,Male,disloyal,25,Business ,Business,1738,2,4,2,4,3,2,3,3,5,3,5,4,5,3,6,0
satisfied,Female,loyal,55,Personal ,Eco,873,5,5,5,5,5,4,5,2,2,2,2,4,2,5,29,37
satisfied,Male,disloyal,39,Business ,Eco,2317,5,0,5,4,4,5,4,4,5,5,3,4,1,4,0,0
satisfied,Female,loyal,17,Personal ,Eco,2401,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0
satisfied,Female,loyal,30,Personal ,Eco,2253,5,4,4,4,1,3,1,5,5,5,5,5,5,3,7,0
dissatisfied,Male,loyal,67,Personal ,Eco,1887,2,5,2,1,3,2,5,3,4,2,4,3,4,3,0,0
satisfied,Male,loyal,44,Business ,Business,427,2,5,2,2,4,4,4,4,4,4,4,4,4,3,74,53
dissatisfied,Female,disloyal,25,Business ,Business,2800,1,0,1,1,2,1,5,2,3,5,5,3,4,2,1,0
satisfied,Female,disloyal,24,Business ,Business,2275,4,0,4,2,1,4,1,1,5,4,4,3,4,1,0,0
satisfied,Female,loyal,10,Personal ,Eco,2129,0,2,0,1,5,0,5,5,3,3,5,5,5,5,24,2
satisfied,Female,loyal,49,Business ,Business,520,3,1,3,3,5,4,5,4,4,4,4,4,4,4,0,1
dissatisfied,Female,disloyal,38,Business ,Eco,2205,1,1,1,2,3,1,3,3,5,1,1,3,1,3,0,0
satisfied,Female,loyal,47,Personal ,Eco,957,4,5,4,4,5,4,5,4,4,4,4,5,4,5,0,1
dissatisfied,Male,loyal,33,Business ,Business,3962,2,3,3,3,2,2,2,2,3,2,4,2,3,2,2,0
satisfied,Male,disloyal,28,Business ,Eco,1332,5,0,5,2,1,5,1,1,3,1,3,4,3,1,3,0
satisfied,Female,loyal,61,Business ,Business,740,3,3,3,3,5,2,1,5,5,5,5,2,5,1,5,0
satisfied,Female,loyal,34,Business ,Business,544,3,3,5,3,2,4,4,2,2,2,2,5,2,4,0,0
satisfied,Female,loyal,62,Business ,Eco,314,5,1,1,1,3,4,4,5,5,5,5,2,5,1,0,1
dissatisfied,Male,loyal,8,Personal ,Eco,3437,3,5,3,4,2,3,5,2,4,4,5,3,4,2,21,28
satisfied,Male,loyal,31,Personal ,Eco,2705,5,5,5,3,4,5,3,4,5,2,4,4,4,4,0,0
dissatisfied,Female,loyal,24,Business ,Business,4048,4,5,5,5,4,3,4,4,1,1,4,4,3,4,0,0
dissatisfied,Female,loyal,25,Business ,Eco,1702,2,3,3,3,2,2,3,2,1,2,3,3,3,2,30,28
satisfied,Female,loyal,42,Personal ,Eco,1566,4,5,4,3,4,5,5,1,1,4,1,3,1,3,0,0
dissatisfied,Female,loyal,51,Business ,Business,245,1,1,1,1,2,4,4,1,1,2,1,1,1,4,12,1
dissatisfied,Male,loyal,29,Personal ,Eco,1747,1,4,2,2,4,2,4,4,5,4,5,4,5,4,0,0
dissatisfied,Female,disloyal,26,Business ,Eco,2392,2,3,2,3,3,2,3,3,1,5,3,3,3,3,0,0
satisfied,Female,loyal,52,Business ,Business,2143,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,loyal,46,Personal ,Eco,2605,1,5,1,5,4,1,4,4,5,5,5,3,4,4,0,0
satisfied,Male,loyal,19,Business ,Business,4356,5,5,3,5,5,5,5,5,4,3,5,4,5,5,0,0
dissatisfied,Male,disloyal,30,Business ,Eco,1668,3,0,3,4,3,3,3,3,4,3,2,5,1,3,0,0
satisfied,Female,loyal,31,Personal ,Eco,2403,5,5,5,5,5,5,5,5,2,1,5,4,2,5,0,23
dissatisfied,Male,loyal,38,Business ,Eco,3308,2,3,3,3,3,2,2,4,4,2,2,2,3,2,138,137
satisfied,Female,loyal,35,Business ,Business,491,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0,0
satisfied,Female,loyal,23,Business ,Business,2167,3,3,3,3,5,5,5,5,5,4,5,2,5,5,0,0
satisfied,Female,loyal,15,Personal ,Eco,2193,1,1,1,1,5,5,5,5,3,3,4,4,5,5,0,1
dissatisfied,Male,loyal,17,Personal ,Eco Plus,2386,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20
dissatisfied,Female,disloyal,9,Business ,Eco,1740,2,2,2,4,1,2,1,1,1,2,4,2,3,1,9,4
satisfied,Female,loyal,53,Business ,Business,369,1,1,1,1,5,4,5,4,4,4,4,5,4,5,22,39
satisfied,Female,disloyal,47,Business ,Eco,2432,5,5,5,1,1,5,1,1,4,2,4,2,2,1,0,0
satisfied,Male,loyal,46,Business ,Business,505,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0
satisfied,Female,loyal,25,Personal ,Eco,1137,1,1,2,1,5,4,5,5,5,5,5,5,5,4,0,0
satisfied,Female,loyal,69,Personal ,Eco,1727,4,4,4,1,5,5,4,4,4,4,4,3,4,4,0,7
satisfied,Male,loyal,44,Business ,Eco,1462,4,5,5,5,4,4,4,4,3,3,1,3,3,4,0,0
satisfied,Female,loyal,14,Personal ,Eco,1467,0,0,0,1,4,0,4,4,4,4,4,2,1,4,3,7
satisfied,Male,loyal,38,Business ,Business,1820,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0
dissatisfied,Male,loyal,35,Business ,Eco,2698,4,3,4,4,4,4,4,4,4,1,2,3,2,4,0,0
dissatisfied,Male,disloyal,26,Business ,Eco,2122,4,4,4,4,2,4,4,2,3,1,4,2,3,2,23,12
satisfied,Female,loyal,52,Business ,Business,1525,5,5,5,5,5,5,5,4,4,5,4,4,4,3,1,0
satisfied,Female,loyal,52,Business ,Business,1851,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0
dissatisfied,Male,disloyal,26,Business ,Business,3838,1,2,2,1,2,1,1,4,3,5,5,1,3,1,0,6
dissatisfied,Male,loyal,45,Personal ,Eco,1936,4,3,4,3,4,4,4,4,4,1,4,5,5,4,0,0
satisfied,Male,loyal,59,Business ,Business,2174,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0
satisfied,Female,loyal,47,Personal ,Business,949,3,3,5,3,3,4,5,4,4,4,4,5,4,4,32,19
satisfied,Female,loyal,49,Personal ,Eco,206,4,1,4,1,4,4,4,4,1,5,2,3,5,4,3,0
satisfied,Female,loyal,31,Personal ,Eco,2649,4,4,4,4,5,5,5,5,5,4,5,3,4,5,14,0
satisfied,Female,loyal,65,Personal ,Eco,934,2,2,2,2,5,5,5,5,4,2,5,5,4,5,8,6
satisfied,Female,loyal,69,Personal ,Eco,996,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,5
dissatisfied,Male,loyal,38,Personal ,Eco Plus,2156,3,5,3,1,2,3,2,2,3,1,5,4,1,2,10,4
satisfied,Female,loyal,43,Business ,Eco,352,4,2,2,2,5,5,3,3,3,4,3,4,3,3,0,11
dissatisfied,Male,loyal,64,Personal ,Eco,2576,3,4,4,1,3,4,3,3,4,4,4,5,4,3,0,0
dissatisfied,Female,loyal,32,Business ,Business,1525,2,4,4,4,2,2,2,2,3,4,3,3,3,2,8,3
dissatisfied,Female,loyal,57,Business ,Eco,540,3,2,2,2,3,4,4,4,4,3,4,1,4,4,0,28
dissatisfied,Male,loyal,60,Business ,Business,573,1,2,2,2,2,4,3,1,1,1,1,2,1,3,0,26
satisfied,Female,loyal,55,Personal ,Eco,557,2,2,4,2,3,4,5,4,4,4,4,4,4,5,0,0
satisfied,Female,loyal,22,Personal ,Eco,2983,3,3,5,3,2,5,5,5,5,5,5,3,5,3,8,2
dissatisfied,Female,disloyal,27,Business ,Eco,1334,3,1,3,3,5,3,1,5,3,1,4,4,4,5,0,0
satisfied,Male,loyal,51,Business ,Business,1470,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Female,disloyal,52,Business ,Eco,1870,3,5,3,5,1,3,1,1,1,4,5,3,2,1,46,34
satisfied,Female,loyal,24,Business ,Business,1948,1,1,5,1,3,3,3,3,4,2,4,5,5,3,0,0
satisfied,Female,loyal,32,Personal ,Eco,3941,2,4,2,2,2,5,4,4,4,4,4,3,4,3,1,0
dissatisfied,Female,loyal,33,Business ,Business,1858,3,3,3,3,4,1,1,3,3,3,3,2,3,3,10,19
dissatisfied,Male,loyal,17,Personal ,Eco,1959,2,4,2,3,2,2,2,2,4,3,3,3,4,2,3,0
dissatisfied,Female,disloyal,26,Business ,Business,2038,2,0,2,5,5,2,4,5,3,4,5,4,5,5,0,0
satisfied,Female,loyal,50,Business ,Business,1758,3,3,5,3,4,5,4,5,5,5,5,4,5,4,0,0
satisfied,Male,loyal,36,Business ,Business,3798,2,2,2,2,4,4,4,3,3,4,3,2,3,2,92,88
satisfied,Female,loyal,49,Business ,Business,100,4,4,4,4,5,4,5,3,3,4,5,4,3,4,0,0
dissatisfied,Female,disloyal,25,Business ,Eco Plus,1217,1,2,1,3,1,1,1,1,1,2,3,3,3,1,2,0
satisfied,Female,disloyal,29,Business ,Business,959,5,5,5,4,4,5,4,4,5,4,5,3,4,4,0,6
dissatisfied,Male,disloyal,25,Business ,Business,2058,3,0,3,1,1,3,1,1,5,5,5,4,4,1,0,0
dissatisfied,Male,loyal,29,Business ,Business,5742,4,4,4,4,3,4,4,2,3,4,3,4,1,4,94,138
satisfied,Female,loyal,58,Personal ,Eco,420,5,3,3,3,4,5,1,5,5,5,5,2,5,4,0,2
satisfied,Male,loyal,16,Personal ,Eco,2970,4,4,4,3,1,4,1,1,5,5,3,3,4,1,0,0
satisfied,Female,loyal,45,Business ,Business,2033,2,2,1,2,2,4,5,4,4,4,4,5,4,5,7,0
dissatisfied,Male,disloyal,23,Business ,Eco,1711,4,3,4,4,4,4,1,4,4,2,3,4,4,4,15,9
dissatisfied,Female,loyal,44,Business ,Eco,1026,1,2,2,2,4,4,4,1,1,1,1,2,1,3,8,25
dissatisfied,Female,loyal,16,Personal ,Eco,2936,1,4,1,3,1,1,1,5,3,5,4,1,4,1,156,141
satisfied,Male,loyal,51,Business ,Business,2312,2,2,2,2,3,5,4,5,5,5,5,3,5,3,1,0
dissatisfied,Female,disloyal,12,Business ,Eco,2625,3,3,3,3,4,3,4,4,1,5,4,3,4,4,0,17
dissatisfied,Female,loyal,60,Business ,Eco,720,1,5,5,5,5,3,3,2,2,1,2,1,2,3,0,0
satisfied,Male,loyal,64,Personal ,Eco Plus,1978,5,2,5,2,3,5,3,3,3,4,3,4,3,3,0,0
dissatisfied,Male,loyal,69,Personal ,Eco,2840,2,4,1,2,3,1,2,3,5,2,5,5,5,3,3,0
dissatisfied,Male,loyal,57,Personal ,Business,557,2,2,2,3,1,4,3,3,3,2,2,3,3,2,0,0
dissatisfied,Male,loyal,66,Personal ,Eco Plus,1504,1,5,1,3,3,1,3,3,4,2,5,3,5,3,0,0
dissatisfied,Male,loyal,30,Personal ,Eco,3924,4,4,4,1,4,1,5,3,2,4,5,5,3,5,138,167
dissatisfied,Male,loyal,16,Personal ,Eco Plus,1628,3,4,3,2,4,3,4,4,5,2,5,3,5,4,0,1
dissatisfied,Male,loyal,26,Personal ,Eco,1109,2,4,2,2,3,2,5,3,5,4,4,3,5,3,0,0
satisfied,Male,loyal,56,Business ,Business,720,3,3,3,3,4,5,4,4,4,4,4,3,4,4,0,0
satisfied,Male,loyal,61,Business ,Business,1069,4,2,4,4,3,5,3,4,4,4,4,1,4,4,4,0
dissatisfied,Male,loyal,72,Business ,Business,1529,2,4,1,4,3,3,4,2,2,2,2,3,2,1,85,61
satisfied,Female,loyal,23,Personal ,Business,1977,4,5,4,5,4,4,5,4,2,1,4,1,2,4,2,1
satisfied,Female,loyal,61,Personal ,Eco,1258,4,3,4,1,4,5,2,3,3,4,3,5,3,5,0,0
dissatisfied,Male,loyal,23,Personal ,Eco,1721,1,4,1,1,3,1,5,3,5,3,5,4,4,3,0,0
satisfied,Female,loyal,49,Business ,Business,945,4,4,5,4,3,5,4,3,3,4,3,4,3,4,29,20
dissatisfied,Male,loyal,23,Personal ,Eco,1762,3,1,3,4,3,3,3,3,1,3,3,3,4,3,0,0
satisfied,Male,loyal,44,Business ,Business,3760,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0
dissatisfied,Male,disloyal,16,Business ,Eco,1985,3,0,3,1,5,3,5,5,4,2,4,5,5,5,27,18
dissatisfied,Male,loyal,39,Business ,Business,889,2,3,3,3,1,4,3,2,2,2,2,2,2,2,16,14
dissatisfied,Male,loyal,8,Personal ,Eco,2806,4,4,4,1,4,4,4,4,5,2,1,5,5,4,0,0
satisfied,Male,loyal,49,Personal ,Eco,2630,5,1,5,2,2,5,2,2,3,5,1,1,1,2,42,44
satisfied,Female,loyal,45,Business ,Business,2488,3,3,3,3,4,4,4,5,5,5,5,3,5,3,8,0
satisfied,Female,loyal,50,Business ,Business,2663,4,4,2,4,2,4,5,4,4,4,4,3,4,4,3,0
dissatisfied,Male,loyal,22,Business ,Eco Plus,2229,2,5,5,5,2,2,1,2,3,1,4,1,3,2,0,14
satisfied,Male,loyal,41,Business ,Eco,1160,5,1,1,1,5,5,5,5,5,1,2,2,4,5,0,0
satisfied,Male,loyal,50,Business ,Business,2361,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,4
dissatisfied,Male,disloyal,24,Business ,Eco,1909,3,3,3,3,5,3,5,5,1,3,3,3,4,5,0,9
dissatisfied,Male,loyal,19,Personal ,Eco,1707,3,1,3,3,2,3,3,2,2,3,4,3,3,2,0,0
satisfied,Female,disloyal,20,Business ,Business,1674,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,0
satisfied,Male,disloyal,18,Business ,Business,1539,5,0,5,3,1,5,1,1,3,3,4,4,4,1,0,0
satisfied,Female,loyal,13,Personal ,Eco,2261,4,3,3,3,2,1,4,4,4,4,4,3,4,3,0,1
satisfied,Male,disloyal,63,Business ,Business,1526,5,5,5,2,3,5,3,3,5,3,4,5,4,3,17,29
satisfied,Female,loyal,43,Business ,Eco,963,4,5,5,5,1,1,3,4,4,4,4,1,4,3,0,1
dissatisfied,Male,loyal,30,Personal ,Eco,2173,3,4,3,3,2,3,4,2,4,2,5,4,4,2,30,22
dissatisfied,Female,loyal,43,Business ,Business,2309,1,5,5,5,2,3,3,1,1,1,1,1,1,2,0,16
dissatisfied,Female,disloyal,45,Personal ,Eco,1403,1,3,0,2,5,0,5,5,2,3,4,3,5,5,14,7
satisfied,Female,disloyal,22,Business ,Eco Plus,1674,5,0,5,2,3,5,3,3,3,3,2,4,4,3,20,17
satisfied,Female,disloyal,42,Business ,Business,1265,4,4,4,5,2,4,2,2,4,2,5,3,5,2,4,5
dissatisfied,Male,loyal,46,Personal ,Eco,1666,3,4,3,2,3,3,3,3,3,4,5,4,5,3,7,0
dissatisfied,Male,loyal,29,Business ,Business,2995,4,5,5,5,4,4,4,4,3,3,3,1,4,4,0,2
